round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes
11,1,0.1495029574200297,0.0,0.0,0.3623252467105263,1.0,0.3623252467105263,0.1939710115131579,0.0,0.0,0.0,0.0,0.6376747532894737,0,0.0,0,0.2501651401190381,0.20186643005275218,0.0,0.0,0.4520315701717903,0.45203157092787716,194560,760,0.0,0.0,0
12,1,0.14940860259858582,0.0,0.0,0.40475431743421053,1.0,0.40475431743421053,0.13753083881578948,0.0,0.0,0.0,0.0,0.5952456825657895,0,0.0,0,0.19742668504385572,0.21608487191168885,0.0,0.0,0.41351155695554453,0.41351155613205937,194560,760,0.0,0.0,0
13,1,0.14930608803535828,0.0,0.0,0.41200143914473686,1.0,0.41200143914473686,0.20215871710526315,0.0,0.0,0.0,0.0,0.5879985608552631,0,0.0,0,0.1868385466599935,0.21707826805742164,0.0,0.0,0.40391681471741514,0.4039168148056457,194560,760,0.0,0.0,0
14,1,0.14919542497222416,0.0,0.0,0.4238486842105263,1.0,0.4238486842105263,0.20865542763157896,0.0,0.0,0.0,0.0,0.5761513157894737,0,0.0,0,0.16360495967398347,0.21663399346564946,0.0,0.0,0.38023895313963296,0.38023895295827015,194560,760,0.0,0.0,0
15,1,0.14907662554463533,0.0,0.0,0.4431640625,1.0,0.4431640625,0.16240748355263157,0.0,0.0,0.0,0.0,0.5568359375,0,0.0,0,0.16176077296075067,0.223062912972742,0.0,0.0,0.3848236859334927,0.3848236867275677,194560,760,0.0,0.0,0
16,1,0.1489497027802879,0.0,0.0,0.4493626644736842,1.0,0.4493626644736842,0.1822522615131579,0.0,0.0,0.0,0.0,0.5506373355263158,0,0.0,0,0.14320190574875788,0.22596491058602144,0.0,0.0,0.3691668163347793,0.3691668160651859,194560,760,0.0,0.0,0
17,1,0.1488146705976931,0.0,0.0,0.4582082648026316,1.0,0.4582082648026316,0.20933388157894736,0.0,0.0,0.0,0.0,0.5417917351973685,0,0.0,0,0.1494623319196858,0.22577159540041497,0.0,0.0,0.37523392732010075,0.37523392780046716,194560,760,0.0,0.0,0
18,1,0.1486715438046516,0.0,0.0,0.4541221217105263,1.0,0.4541221217105263,0.16237150493421051,0.0,0.0,0.0,0.0,0.5458778782894737,0,0.0,0,0.1751150564027117,0.2182757145186004,0.0,0.0,0.3933907709213121,0.39339077141331996,194560,760,0.0,0.0,0
19,1,0.14852033809662915,0.0,0.0,0.44879728618421055,1.0,0.44879728618421055,0.20782277960526316,0.0,0.0,0.0,0.0,0.5512027138157894,0,0.0,0,0.12980293404237417,0.22207645308226348,0.0,0.0,0.3518793871246376,0.3518793865450119,194560,760,0.0,0.0,0
20,1,0.14836107005503543,0.0,0.0,0.48155838815789476,1.0,0.48155838815789476,0.2056897615131579,0.0,0.0,0.0,0.0,0.5184416118421052,0,0.0,0,0.122704286291264,0.22581551918073706,0.0,0.0,0.34851980547200107,0.3485198060540777,194560,760,0.0,0.0,0
21,1,0.14819375714540606,0.0,0.0,0.5043225740131579,1.0,0.5043225740131579,0.19431537828947368,0.0,0.0,0.0,0.0,0.4956774259868421,0,0.0,0,0.11412102822091823,0.22321168553868406,0.0,0.0,0.3373327137596023,0.33733271321183755,194560,760,0.0,0.0,0
22,1,0.14801841771548702,0.0,0.0,0.5011204769736842,1.0,0.5011204769736842,0.1669973273026316,0.0,0.0,0.0,0.0,0.4988795230263158,0,0.0,0,0.10154003708402773,0.22587922047823666,0.0,0.0,0.3274192575622644,0.32741925759535084,194560,760,0.0,0.0,0
23,1,0.1478350709932227,0.0,0.0,0.4723889802631579,1.0,0.4723889802631579,0.19767166940789474,0.0,0.0,0.0,0.0,0.5276110197368421,0,0.0,0,0.11776052847333056,0.23182056232502585,0.0,0.0,0.3495810907983564,0.3495810907922293,194560,760,0.0,0.0,0
24,1,0.14764373708464731,0.0,0.0,0.5345343338815789,1.0,0.5345343338815789,0.20624486019736843,0.0,0.0,0.0,0.0,0.46546566611842105,0,0.0,0,0.0790472082665043,0.22576501074394112,0.0,0.0,0.3048122190104454,0.3048122187586207,194560,760,0.0,0.0,0
25,1,0.1474444369716801,0.0,0.0,0.5336040296052632,1.0,0.5336040296052632,0.13865131578947368,0.0,0.0,0.0,0.0,0.46639597039473685,0,0.0,0,0.10206503458811264,0.23161650161798064,0.0,0.0,0.3336815362060933,0.33368153693644625,194560,760,0.0,0.0,0
26,1,0.14723719250982437,0.0,0.0,0.535387541118421,1.0,0.535387541118421,0.18333675986842105,0.0,0.0,0.0,0.0,0.4646124588815789,0,0.0,0,0.07033674075317226,0.233387413179796,0.0,0.0,0.30372415393296825,0.3037241543790227,194560,760,0.0,0.0,0
27,1,0.14702202642577075,0.0,0.0,0.5413805509868421,1.0,0.5413805509868421,0.22081620065789473,0.0,0.0,0.0,0.0,0.4586194490131579,0,0.0,0,0.06897052747050399,0.23061050459938615,0.0,0.0,0.2995810320698901,0.2995810322855648,194560,760,0.0,0.0,0
28,1,0.14679896231490497,0.0,0.0,0.5532329358552631,1.0,0.5532329358552631,0.23042763157894736,0.0,0.0,0.0,0.0,0.4467670641447368,0,0.0,0,0.07134339876448441,0.23239991432546,0.0,0.0,0.3037433130899444,0.30374331264511534,194560,760,0.0,0.0,0
29,1,0.14656802463872076,0.0,0.0,0.5315224095394737,1.0,0.5315224095394737,0.16749588815789473,0.0,0.0,0.0,0.0,0.46847759046052634,0,0.0,0,0.08673749261897204,0.23187901539433944,0.0,0.0,0.3186165080133115,0.3186165079474449,194560,760,0.0,0.0,0
30,1,0.14632923872213652,0.0,0.0,0.5287571957236842,1.0,0.5287571957236842,0.22862356085526317,0.0,0.0,0.0,0.0,0.47124280427631576,0,0.0,0,0.08769048632637254,0.23584052928184207,0.0,0.0,0.3235310156082146,0.3235310158643283,194560,760,0.0,0.0,0
31,1,0.14608263075071895,0.0,0.0,0.5477590460526316,1.0,0.5477590460526316,0.18213918585526315,0.0,0.0,0.0,0.0,0.4522409539473684,0,0.0,0,0.09114154603479332,0.2277445577183052,0.0,0.0,0.31888610375309856,0.31888610383397653,194560,760,0.0,0.0,0
32,1,0.14582822776781112,0.0,0.0,0.5018143503289474,1.0,0.5018143503289474,0.21517269736842104,0.0,0.0,0.0,0.0,0.4981856496710526,0,0.0,0,0.09785047693263837,0.22657607684990294,0.0,0.0,0.3244265537825413,0.32442655443753066,194560,760,0.0,0.0,0
33,1,0.14556605767156694,0.0,0.0,0.5305818256578947,1.0,0.5305818256578947,0.19991776315789472,0.0,0.0,0.0,0.0,0.46941817434210525,0,0.0,0,0.06811661253971243,0.22471707372092886,0.0,0.0,0.2928336862606413,0.2928336861102205,194560,760,0.0,0.0,0
34,1,0.14529614921189185,0.0,0.0,0.5413342927631579,1.0,0.5413342927631579,0.21297286184210526,0.0,0.0,0.0,0.0,0.4586657072368421,0,0.0,0,0.07405313961912485,0.22664157811944421,0.0,0.0,0.30069471773856904,0.300694717957001,194560,760,0.0,0.0,0
35,1,0.14501853198729012,0.0,0.0,0.5691303453947368,1.0,0.5691303453947368,0.22915810032894737,0.0,0.0,0.0,0.0,0.43086965460526316,0,0.0,0,0.05711824266013297,0.2317855967894981,0.0,0.0,0.28890383944963105,0.28890383892545574,194560,760,0.0,0.0,0
36,1,0.14473323644161884,0.0,0.0,0.5611430921052631,1.0,0.5611430921052631,0.20361328125,0.0,0.0,0.0,0.0,0.43885690789473686,0,0.0,0,0.060272524767175414,0.23466098739912636,0.0,0.0,0.29493351216630176,0.2949335115226476,194560,760,0.0,0.0,0
37,1,0.14444029386074964,0.0,0.0,0.5353464226973684,1.0,0.5353464226973684,0.21534231085526315,0.0,0.0,0.0,0.0,0.46465357730263157,0,0.0,0,0.06152774299936075,0.2308070905016441,0.0,0.0,0.29233483350100486,0.2923348334274794,194560,760,0.0,0.0,0
38,1,0.14413973636913752,0.0,0.0,0.5932668585526316,1.0,0.5932668585526316,0.15151624177631579,0.0,0.0,0.0,0.0,0.40673314144736844,0,0.0,0,0.05079934553972348,0.2360934214470418,0.0,0.0,0.28689276698676525,0.28689276713289713,194560,760,0.0,0.0,0
39,1,0.14383159692629857,0.0,0.0,0.5976973684210526,1.0,0.5976973684210526,0.16278268914473684,0.0,0.0,0.0,0.0,0.40230263157894736,0,0.0,0,0.04707930389558897,0.23284267477299037,0.0,0.0,0.2799219786685793,0.27992197824151893,194560,760,0.0,0.0,0
40,1,0.14351590932319505,0.0,0.0,0.6169253700657895,1.0,0.6169253700657895,0.17370990953947368,0.0,0.0,0.0,0.0,0.38307462993421054,0,0.0,0,0.04836822052954966,0.22771625267831902,0.0,0.0,0.27608447320786866,0.27608447300368233,194560,760,0.0,0.0,0
41,1,0.14319270817853014,0.0,0.0,0.6200452302631579,1.0,0.6200452302631579,0.17889597039473684,0.0,0.0,0.0,0.0,0.3799547697368421,0,0.0,0,0.05716384300888565,0.23232854129256386,0.0,0.0,0.2894923843014495,0.2894923843051258,194560,760,0.0,0.0,0
42,1,0.14286202893495145,0.0,0.0,0.5660413240131579,1.0,0.5660413240131579,0.2097861842105263,0.0,0.0,0.0,0.0,0.4339586759868421,0,0.0,0,0.06621169773677953,0.23211992101645784,0.0,0.0,0.2983316187532374,0.298331618779584,194560,760,0.0,0.0,0
43,1,0.14252390785516453,0.0,0.0,0.5579666940789474,1.0,0.5579666940789474,0.19788754111842105,0.0,0.0,0.0,0.0,0.4420333059210526,0,0.0,0,0.06042727878360127,0.23283377847585238,0.0,0.0,0.2932610572594536,0.29326105735411767,194560,760,0.0,0.0,0
44,1,0.14217838201795596,0.0,0.0,0.5642475328947368,1.0,0.5642475328947368,0.2145713404605263,0.0,0.0,0.0,0.0,0.43575246710526316,0,0.0,0,0.06402092674091507,0.22420997815696816,0.0,0.0,0.2882309048978832,0.2882309048877735,194560,760,0.0,0.0,0
45,1,0.14182548931412758,0.0,0.0,0.5676603618421052,1.0,0.5676603618421052,0.25977076480263156,0.0,0.0,0.0,0.0,0.4323396381578947,0,0.0,0,0.06471271170104094,0.2346338803144662,0.0,0.0,0.2993465920155071,0.2993465923753224,194560,760,0.0,0.0,0
46,1,0.14146526844234109,0.0,0.0,0.6064915707236842,1.0,0.6064915707236842,0.19947060032894737,0.0,0.0,0.0,0.0,0.3935084292763158,0,0.0,0,0.05163223117139607,0.2265744843373173,0.0,0.0,0.2782067155087134,0.278206715487728,194560,760,0.0,0.0,0
47,1,0.14109775890487442,0.0,0.0,0.5862407483552632,1.0,0.5862407483552632,0.1711708470394737,0.0,0.0,0.0,0.0,0.41375925164473687,0,0.0,0,0.05387148290449802,0.23241451225782694,0.0,0.0,0.28628599516232495,0.2862859950449906,194560,760,0.0,0.0,0
48,1,0.14072300100328974,0.0,0.0,0.6191663240131579,1.0,0.6191663240131579,0.18517680921052632,0.0,0.0,0.0,0.0,0.3808336759868421,0,0.0,0,0.04279416802930523,0.2252853604523759,0.0,0.0,0.26807952848168115,0.2680795285948797,194560,760,0.0,0.0,0
49,1,0.14034103583401422,0.0,0.0,0.6021227384868421,1.0,0.6021227384868421,0.1772974917763158,0.0,0.0,0.0,0.0,0.3978772615131579,0,0.0,0,0.050706430831403276,0.22242334023314086,0.0,0.0,0.27312977106454417,0.2731297711792745,194560,760,0.0,0.0,0
50,1,0.13995190528383286,0.0,0.0,0.5819849917763158,1.0,0.5819849917763158,0.20595703125,0.0,0.0,0.0,0.0,0.4180150082236842,0,0.0,0,0.0441539581476,0.2260154520014399,0.0,0.0,0.2701694101490399,0.27016941044283543,194560,760,0.0,0.0,0
51,1,0.13955565202529577,0.0,0.0,0.6074115953947369,1.0,0.6074115953947369,0.13278166118421053,0.0,0.0,0.0,0.0,0.3925884046052632,0,0.0,0,0.0429035913983458,0.2259670457753696,0.0,0.0,0.2688706371737154,0.26887063791877347,194560,760,0.0,0.0,0
52,1,0.13915231951203802,0.0,0.0,0.5912314967105263,1.0,0.5912314967105263,0.1735145970394737,0.0,0.0,0.0,0.0,0.4087685032894737,0,0.0,0,0.035152031655889,0.22946317272358818,0.0,0.0,0.26461520437947716,0.2646152044989561,194560,760,0.0,0.0,0
53,1,0.1387419519740148,0.0,0.0,0.6087068256578947,1.0,0.6087068256578947,0.22386924342105263,0.0,0.0,0.0,0.0,0.39129317434210525,0,0.0,0,0.04398162156147392,0.22611516939574167,0.0,0.0,0.2700967909572156,0.27009679098662576,194560,760,0.0,0.0,0
54,1,0.13832459441265113,0.0,0.0,0.5962787828947368,1.0,0.5962787828947368,0.22366365131578947,0.0,0.0,0.0,0.0,0.40372121710526315,0,0.0,0,0.048001297908577774,0.23188994639602148,0.0,0.0,0.2798912443045993,0.27989124434166834,194560,760,0.0,0.0,0
55,1,0.1379002925959068,0.0,0.0,0.6190069901315789,1.0,0.6190069901315789,0.17335526315789473,0.0,0.0,0.0,0.0,0.38099300986842105,0,0.0,0,0.04580185734513706,0.2259645786136389,0.0,0.0,0.2717664359587759,0.2717664356098363,194560,760,0.0,0.0,0
56,1,0.13746909305325744,0.0,0.0,0.6079872532894737,1.0,0.6079872532894737,0.17197265625,0.0,0.0,0.0,0.0,0.3920127467105263,0,0.0,0,0.04105775579963321,0.22263418415463285,0.0,0.0,0.26369193995426604,0.2636919394821713,194560,760,0.0,0.0,0
57,1,0.13703104307059216,0.0,0.0,0.6147923519736842,1.0,0.6147923519736842,0.17486122532894738,0.0,0.0,0.0,0.0,0.3852076480263158,0,0.0,0,0.03335397396601222,0.2274850352324153,0.0,0.0,0.2608390091984275,0.26083900904969165,194560,760,0.0,0.0,0
58,1,0.13658619068502784,0.0,0.0,0.6026726973684211,1.0,0.6026726973684211,0.20256990131578947,0.0,0.0,0.0,0.0,0.39732730263157895,0,0.0,0,0.03401244333026147,0.23542808561928963,0.0,0.0,0.2694405289495511,0.2694405285543517,194560,760,0.0,0.0,0
59,1,0.13613458467964154,0.0,0.0,0.6207750822368421,1.0,0.6207750822368421,0.18059724506578947,0.0,0.0,0.0,0.0,0.3792249177631579,0,0.0,0,0.03323997771275524,0.23175456369001615,0.0,0.0,0.2649945414027714,0.2649945411046869,194560,760,0.0,0.0,0
60,1,0.13567627457812104,0.0,0.0,0.6098170230263158,1.0,0.6098170230263158,0.22618729440789473,0.0,0.0,0.0,0.0,0.3901829769736842,0,0.0,0,0.03838369198722495,0.22887102917424942,0.0,0.0,0.26725472116147436,0.26725472139292644,194560,760,0.0,0.0,0
61,1,0.13521131063933362,0.0,0.0,0.6277909128289474,1.0,0.6277909128289474,0.15459498355263157,0.0,0.0,0.0,0.0,0.3722090871710526,0,0.0,0,0.043526569169051454,0.2270656656964045,0.0,0.0,0.2705922348654559,0.2705922349307098,194560,760,0.0,0.0,0
62,1,0.13473974385181473,0.0,0.0,0.6239823190789474,1.0,0.6239823190789474,0.16259765625,0.0,0.0,0.0,0.0,0.37601768092105264,0,0.0,0,0.04316258022981377,0.22201986348158434,0.0,0.0,0.2651824437113981,0.26518244326702856,194560,760,0.0,0.0,0
63,1,0.13426162592817675,0.0,0.0,0.624768708881579,1.0,0.624768708881579,0.19072779605263157,0.0,0.0,0.0,0.0,0.3752312911184211,0,0.0,0,0.03174428987442393,0.21648362106398533,0.0,0.0,0.24822791093840926,0.24822791097195526,194560,760,0.0,0.0,0
64,1,0.13377700929943795,0.0,0.037037037037037035,0.6105674342105263,1.0,0.6105674342105263,0.16665810032894737,0.2882966694078947,0.029953085454454634,0.008635374775009327,0.004846203473617175,0.10113589638157895,0,0.0,0,0.026253448207985218,0.222293400186065,0.007059050275495758,0.00572293892589926,0.26132883759544523,0.2613288376774443,194560,760,0.0,0.0,0
65,1,0.1332859471092728,0.0,0.07407407407407407,0.6459292763157894,1.0,0.6459292763157894,0.1508326480263158,0.26414473684210527,0.05995971824078453,0.015838043995838807,0.00879550552498059,0.08992598684210526,0,0.0,0,0.025410205576305377,0.21805978774240142,0.01279429634688077,0.011079431430638184,0.26734372109622573,0.26734372118585986,194560,760,0.0,0.0,0
66,1,0.1327884932081842,0.0,0.1111111111111111,0.6122173108552632,1.0,0.6122173108552632,0.1729029605263158,0.2858758223684211,0.08968415933733834,0.025638532803982105,0.015250284911905367,0.10190686677631579,0,0.0,0,0.04120073559430526,0.22037576886972315,0.0211744069764445,0.01685243323358179,0.2996033446740547,0.2996033448725939,194560,760,0.0,0.0,0
67,1,0.13228470214759813,0.0,0.14814814814814814,0.6396587171052631,1.0,0.6396587171052631,0.16940275493421053,0.2675884046052632,0.11976509382564388,0.032047750384203696,0.01820907208725418,0.09275287828947368,0,0.0,0,0.03796088011027007,0.21685851146712115,0.025112584140333277,0.021901388468101007,0.3018333641858255,0.3018333634851795,194560,760,0.0,0.0,0
68,1,0.13177462917388172,0.0,0.18518518518518517,0.60810546875,1.0,0.60810546875,0.21005859375,0.2924342105263158,0.14971221357382858,0.043780972982609745,0.027107107449371955,0.09946032072368421,0,0.0,0,0.030495353121812896,0.21038107065189826,0.03321951376110838,0.026641089659452902,0.3007370271942724,0.3007370261769546,194560,760,0.0,0.0,0
69,1,0.13125833022228447,0.0,0.2222222222222222,0.5935752467105263,1.0,0.5935752467105263,0.19932154605263158,0.2981650904605263,0.17942538818467482,0.053498387098998616,0.032230840989780664,0.10825966282894736,0,0.0,0,0.04368726591147654,0.21499100215733052,0.04098618006802093,0.03255551170535952,0.33221995984218755,0.3322199613836251,194560,760,0.0,0.0,0
70,1,0.13073586191080455,0.0,0.25925925925925924,0.6419613486842105,1.0,0.6419613486842105,0.13226254111842106,0.26640625,0.20983522177331332,0.05590141455054675,0.029425792653407706,0.09163240131578948,0,0.0,0,0.033024937407370954,0.20969641557649563,0.04164007633223722,0.03762516551605675,0.3219865948321606,0.32198659301196275,194560,760,0.0,0.0,0
71,1,0.13020728153398006,0.0,0.2962962962962963,0.643395353618421,1.0,0.643395353618421,0.15153166118421052,0.2645096628289474,0.23967457746969723,0.06339624167518004,0.03455079576601029,0.09209498355263158,0,0.0,0,0.030661971180846816,0.2128317769910944,0.047846509305647704,0.04236136310514186,0.3337016205827308,0.33370162056464897,194560,760,0.0,0.0,0
72,1,0.12967264705660586,0.0,0.33333333333333326,0.6205078125,1.0,0.6205078125,0.16969572368421051,0.2821546052631579,0.26966347895221715,0.07608679245765272,0.04311691163058736,0.09733758223684211,0,0.0,0,0.025827338027700437,0.20863968475084554,0.05547798287058085,0.045991566928855164,0.335936572577982,0.33593657604957883,194560,760,0.0,0.0,0
73,1,0.12913201710737718,0.0,0.37037037037037035,0.6146278782894737,1.0,0.6146278782894737,0.21181640625,0.2863075657894737,0.29929328711231806,0.08568993249025784,0.05040315773436113,0.09906455592105264,0,0.0,0,0.024784211463013076,0.2054434586512415,0.06273876369856371,0.05230196032375387,0.3452683941365722,0.3452683919942693,194560,760,0.0,0.0,0
74,1,0.12858545097246024,0.0,0.4074074074074074,0.6120168585526315,1.0,0.6120168585526315,0.19006990131578946,0.28748972039473686,0.32961604520761106,0.09476122467435505,0.05588358899235333,0.10049342105263158,0,0.0,0,0.026798685446173247,0.21347093675285578,0.06866507080527019,0.05646626670109598,0.3654009597053952,0.36540095764947567,194560,760,0.0,0.0,0
75,1,0.12803300858899105,0.0,0.4444444444444444,0.6475174753289473,1.0,0.6475174753289473,0.17232216282894736,0.26327097039473685,0.3599645908534897,0.09476822714174264,0.051536415977477046,0.08921155427631579,0,0.0,0,0.025175652715016008,0.2041687280723923,0.06776442072239883,0.061855059869108144,0.3589638613789153,0.3589638634927963,194560,760,0.0,0.0,0
76,1,0.1274747505385024,0.0,0.48148148148148157,0.6276778371710526,1.0,0.6276778371710526,0.20762746710526317,0.27822265625,0.389792175622071,0.1084490144870391,0.06305445242722175,0.09409950657894736,0,0.0,0,0.022086604734833697,0.20925125404212036,0.07560159176820436,0.0649737887767091,0.37191323932186754,0.37191324065390385,194560,760,0.0,0.0,0
77,1,0.1269107380402805,0.0,0.5185185185185185,0.6538959703947368,1.0,0.6538959703947368,0.15258018092105263,0.25673828125,0.42008547555605347,0.10785202297235005,0.058504383190608536,0.08936574835526316,0,0.0,0,0.02571999911252581,0.19940702680890499,0.07491488640775747,0.06988589577275178,0.36992780810194004,0.36992780483866994,194560,760,0.0,0.0,0
78,1,0.12634103294465165,0.0,0.5555555555555556,0.6653423108552632,1.0,0.6653423108552632,0.15011307565789472,0.2507555509868421,0.4502560303577585,0.11290419897750804,0.06084374432868667,0.08390213815789474,0,0.0,0,0.01985541803580035,0.19676109693552318,0.07865269003403291,0.07349467094530139,0.36876387595065785,0.3687638796669872,194560,760,0.0,0.0,0
79,1,0.12576569772619958,0.0,0.5925925925925926,0.6131630345394737,1.0,0.6131630345394737,0.1807874177631579,0.28482216282894735,0.4786221833346521,0.13632220543528858,0.0801511735140689,0.10201480263157894,0,0.0,0,0.034625873016806225,0.20608305742866115,0.097221153925153,0.07935835436770791,0.4172884387383283,0.41728843881895666,194560,760,0.0,0.0,0
80,1,0.12518479547691438,0.0,0.6296296296296298,0.6329358552631579,1.0,0.6329358552631579,0.19696237664473684,0.2748766447368421,0.5103166726068855,0.14027413471945022,0.08093804004111964,0.0921875,0,0.0,0,0.023286293886102566,0.19683730999301924,0.09498000662614088,0.08213573085111485,0.39723934135637756,0.39723934041042075,194560,760,0.0,0.0,0
81,1,0.12459838989927391,0.0,0.6666666666666665,0.6234015213815789,1.0,0.6234015213815789,0.16610814144736843,0.27515419407894737,0.5389788045771661,0.1483022785990646,0.0865970014128834,0.10144428453947368,0,0.0,0,0.028752805971338315,0.2032833492285327,0.10197214108091175,0.08548320689745116,0.4194915031782339,0.41949151044613436,194560,760,0.0,0.0,0
82,1,0.1240065452992579,0.0,0.7037037037037036,0.5821237664473684,1.0,0.5821237664473684,0.21628289473684212,0.30660464638157897,0.5680877843242942,0.1741783542264449,0.10573485837268987,0.11127158717105264,0,0.0,0,0.028476749769087244,0.20806990020761365,0.11797529505910695,0.08962385340973184,0.44414579844553964,0.4441457947225947,194560,760,0.0,0.0,0
83,1,0.1234093265792963,0.0,0.7407407407407407,0.6174342105263158,1.0,0.6174342105263158,0.1865748355263158,0.28113692434210524,0.5990422672273262,0.16841290055921204,0.09568158669985438,0.10142886513157895,0,0.0,0,0.025428780760098323,0.20280686968839481,0.11422692933510155,0.09373004846637942,0.43619262824997407,0.43619262501597406,194560,760,0.0,0.0,0
84,1,0.12280679923115176,0.0,0.7777777777777779,0.6304327713815789,1.0,0.6304327713815789,0.19310752467105263,0.27488692434210527,0.6294214859142884,0.17301973637781645,0.10108353469863926,0.09468030427631578,0,0.0,0,0.03253898006928227,0.20601037083879897,0.11499859868379973,0.09526725969990793,0.44881520929178886,0.4488152156534948,194560,760,0.0,0.0,0
85,1,0.1221990293287378,0.0,0.8148148148148148,0.6377621299342106,1.0,0.6377621299342106,0.1746813322368421,0.2695106907894737,0.6600477221865286,0.17788991756050995,0.10344472852731613,0.09272717927631578,0,0.0,0,0.02589605783294629,0.19773803107244403,0.11371239551014427,0.09921975406289799,0.43656623847843257,0.43656623359573515,194560,760,0.0,0.0,0
86,1,0.12158608352087329,0.0,0.8518518518518519,0.6303299753289474,1.0,0.6303299753289474,0.1430150082236842,0.27120168585526316,0.6904068826375206,0.1872395104973724,0.10037898013956453,0.09846833881578948,0,0.0,0,0.022310692055371444,0.19541466138080546,0.1242043443472573,0.10273807822786578,0.4446677760113,0.44466777969347804,194560,760,0.0,0.0,0
87,1,0.12096802902397326,0.0,0.8888888888888888,0.6283048930921052,1.0,0.6283048930921052,0.1915758634868421,0.27565275493421054,0.7197706352308287,0.19840675852212467,0.11312907334466121,0.09604235197368421,0,0.0,0,0.024947952779812592,0.20739860001363253,0.1303334456743204,0.10781936994072987,0.47049936840849543,0.4704993727175813,194560,760,0.0,0.0,0
88,1,0.12034493361467813,0.0,0.9259259259259258,0.6473324424342105,1.0,0.6473324424342105,0.16903782894736843,0.26293174342105263,0.7506376370206208,0.1973664625792911,0.10816039381499745,0.08973581414473684,0,0.0,0,0.025170626974814744,0.20151730980724097,0.12575251873597124,0.11022959212404013,0.4626700476420671,0.46267004126780914,194560,760,0.0,0.0,0
